-inf,0.000000000000000000e+00,1.578947305679321289e-01,3.157894611358642578e-01,4.736842215061187744e-01,6.315789222717285156e-01,7.894737124443054199e-01,9.473684430122375488e-01,1.105263113975524902e+00,1.263157844543457031e+00,1.421052575111389160e+00,1.578947424888610840e+00,1.736842155456542969e+00,1.894736886024475098e+00,2.052631616592407227e+00,2.210526227951049805e+00,2.368421077728271484e+00,2.526315689086914062e+00,2.684210538864135742e+00,2.842105150222778320e+00,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,0.000000000000000000e+00,5.595789290964603424e-03,1.191157847642898560e-02,1.822736859321594238e-02,2.454315684735774994e-02,3.085894882678985596e-02,3.717473894357681274e-02,4.349052533507347107e-02,4.980631545186042786e-02,5.612210184335708618e-02,6.243789568543434143e-02,6.875368952751159668e-02,7.506947219371795654e-02,8.138526231050491333e-02,8.770105242729187012e-02,9.401684254407882690e-02,1.003326252102851868e-01,1.066484227776527405e-01,1.129642054438591003e-01,1.192800030112266541e-01
8.000000000000000167e-02,0.000000000000000000e+00,9.751578792929649353e-03,2.238315716385841370e-02,3.501473739743232727e-02,4.764631390571594238e-02,6.027789786458015442e-02,7.290947437286376953e-02,8.554104715585708618e-02,9.817262738943099976e-02,1.108042076230049133e-01,1.234357953071594238e-01,1.360673755407333374e-01,1.486989557743072510e-01,1.613305360078811646e-01,1.739621013402938843e-01,1.865936815738677979e-01,1.992252618074417114e-01,2.118568420410156250e-01,2.244884073734283447e-01,2.371200025081634521e-01
1.199999999999999956e-01,0.000000000000000000e+00,1.246736757457256317e-02,3.141473606228828430e-02,5.036210641264915466e-02,6.930947303771972656e-02,8.825684338808059692e-02,1.072042137384414673e-01,1.261515766382217407e-01,1.450989395380020142e-01,1.640463024377822876e-01,1.829936951398849487e-01,2.019410580396652222e-01,2.208884209394454956e-01,2.398357987403869629e-01,2.587831616401672363e-01,2.777305245399475098e-01,2.966778874397277832e-01,3.156252503395080566e-01,3.345726132392883301e-01,3.535200059413909912e-01
1.600000000000000033e-01,0.000000000000000000e+00,1.374315656721591949e-02,3.900631517171859741e-02,6.426947563886642456e-02,8.953262865543365479e-02,1.147957965731620789e-01,1.400589495897293091e-01,1.653220951557159424e-01,1.905852556228637695e-01,2.158484160900115967e-01,2.411115914583206177e-01,2.663747370243072510e-01,2.916378974914550781e-01,3.169010579586029053e-01,3.421641886234283447e-01,3.674273788928985596e-01,3.926905095577239990e-01,4.179536998271942139e-01,4.432168304920196533e-01,4.684799909591674805e-01
2.000000000000000111e-01,0.000000000000000000e+00,1.385041419416666031e-02,4.515789076685905457e-02,7.673684507608413696e-02,1.083157807588577271e-01,1.398947387933731079e-01,1.714736819267272949e-01,2.030526250600814819e-01,2.346315681934356689e-01,2.662105262279510498e-01,2.977894842624664307e-01,3.293684422969818115e-01,3.609473705291748047e-01,3.925263285636901855e-01,4.241052567958831787e-01,4.556842148303985596e-01,4.872631430625915527e-01,5.188421010971069336e-01,5.504210591316223145e-01,5.820000171661376953e-01
2.399999999999999911e-01,0.000000000000000000e+00,1.385041419416666031e-02,4.986947029829025269e-02,8.776421099901199341e-02,1.256589442491531372e-01,1.635536849498748779e-01,2.014484256505966187e-01,2.393431514501571655e-01,2.772378921508789062e-01,3.151326179504394531e-01,3.530273735523223877e-01,3.909221291542053223e-01,4.288168549537658691e-01,4.667115807533264160e-01,5.046063065528869629e-01,5.425010323524475098e-01,5.803957581520080566e-01,6.182905435562133789e-01,6.561852097511291504e-01,6.940799951553344727e-01
2.800000000000000266e-01,0.000000000000000000e+00,1.385041419416666031e-02,5.314105004072189331e-02,9.735158085823059082e-02,1.415621042251586914e-01,1.857726424932479858e-01,2.299831658601760864e-01,2.741936743259429932e-01,3.184041976928710938e-01,3.626147210597991943e-01,4.068252742290496826e-01,4.510357975959777832e-01,4.952463209629058838e-01,5.394568443298339844e-01,5.836673378944396973e-01,6.278778910636901855e-01,6.720883846282958984e-01,7.162989377975463867e-01,7.605094313621520996e-01,8.047199845314025879e-01
3.200000000000000067e-01,0.000000000000000000e+00,1.385041419416666031e-02,5.497262626886367798e-02,1.054989472031593323e-01,1.560252606868743896e-01,2.065515816211700439e-01,2.570779025554656982e-01,3.076041936874389648e-01,3.581305146217346191e-01,4.086568355560302734e-01,4.591831862926483154e-01,5.097094774246215820e-01,5.602357983589172363e-01,6.107621192932128906e-01,6.612883806228637695e-01,7.118147611618041992e-01,7.623410224914550781e-01,8.128673434257507324e-01,8.633936643600463867e-01,9.139199852943420410e-01
3.599999999999999867e-01,0.000000000000000000e+00,1.385041419416666031e-02,5.540165677666664124e-02,1.122063174843788147e-01,1.690484136343002319e-01,2.258905321359634399e-01,2.827326357364654541e-01,3.395747244358062744e-01,3.964168131351470947e-01,4.532589316368103027e-01,5.101010799407958984e-01,5.669431686401367188e-01,6.237852573394775391e-01,6.806274056434631348e-01,7.374694347381591797e-01,7.943115830421447754e-01,8.511536717414855957e-01,9.079958200454711914e-01,9.648378491401672363e-01,1.021679997444152832e+00
